QuestionID,ParticipantID,Answer,Time,QuestionNo,QuestionID,CorrectAnswer,Hypothesis,ParticipantID,Age,Gender,Profession,Education
H3D1B2,161,2.8,27.843,5,H3D1B2,3,3,161,41,Male,Full-Time Employment,Undergraduate
H3D4B2,161,0.77,27.967,6,H3D4B2,0.75,3,161,41,Male,Full-Time Employment,Undergraduate
H3D8B2,161,1.35,38.786,7,H3D8B2,1.5,3,161,41,Male,Full-Time Employment,Undergraduate
H3D1T,162,87/116,28.347,1,H3D1T,0.75,3,162,50,Female,Full-Time Employment,Undergraduate
H3D0B2,161,1.4,41.311,8,H3D0B2,1.5,3,161,41,Male,Full-Time Employment,Undergraduate
H3D4T,161,3,15.324,9,H3D4T,3,3,161,41,Male,Full-Time Employment,Undergraduate
H3D1T,161,0.8,17.437,10,H3D1T,0.75,3,161,41,Male,Full-Time Employment,Undergraduate
H3D2B2,162,38:80,56.113,2,H3D2B2,0.5,3,162,50,Female,Full-Time Employment,Undergraduate
H3D8T,162,01:02,12.978,3,H3D8T,0.5,3,162,50,Female,Full-Time Employment,Undergraduate
H3D16T,161,0.65,18.592,11,H3D16T,0.75,3,161,41,Male,Full-Time Employment,Undergraduate
H3D0T,162,03:04,11.948,4,H3D0T,0.75,3,162,50,Female,Full-Time Employment,Undergraduate
H3D2T,161,1.7,22.923,12,H3D2T,1.5,3,161,41,Male,Full-Time Employment,Undergraduate
H3D4B2,162,39:52:00,58.282,5,H3D4B2,0.75,3,162,50,Female,Full-Time Employment,Undergraduate
H3D0B,163,03:04,32.007,1,H3D0B,0.75,3,163,50,Female,Full-Time Employment,Undergraduate
H3D2T2,163,01:02,9.598,2,H3D2T2,0.5,3,163,50,Female,Full-Time Employment,Undergraduate
H3D1T2,163,03:01,20.237,3,H3D1T2,3,3,163,50,Female,Full-Time Employment,Undergraduate
H3D4T2,163,39:52:00,14.488,4,H3D4T2,0.75,3,163,50,Female,Full-Time Employment,Undergraduate
H3D1B,163,22:29,58.046,5,H3D1B,0.75,3,163,50,Female,Full-Time Employment,Undergraduate
H3D16T2,163,03:01,9.179,6,H3D16T2,3,3,163,50,Female,Full-Time Employment,Undergraduate
H3D2B,163,03:02,53.574,7,H3D2B,1.5,3,163,50,Female,Full-Time Employment,Undergraduate
H3D8T2,163,03:02,19.305,8,H3D8T2,1.5,3,163,50,Female,Full-Time Employment,Undergraduate
H3D16B,163,03:04,29.211,9,H3D16B,0.75,3,163,50,Female,Full-Time Employment,Undergraduate
H3D8B,163,01:02,23.278,10,H3D8B,0.5,3,163,50,Female,Full-Time Employment,Undergraduate
H3D0T2,163,03:02,10.066,11,H3D0T2,1.5,3,163,50,Female,Full-Time Employment,Undergraduate
H3D4B,163,03:01,23.14,12,H3D4B,3,3,163,50,Female,Full-Time Employment,Undergraduate
H3D16T4,164,03:02,106.82,1,H3D16T4,1.5,3,164,30,Female,Full-Time Employment,Postgraduate
H3D4B4,164,19:11,82.644,2,H3D4B4,1.5,3,164,30,Female,Full-Time Employment,Postgraduate
H3D8B3,164,05:04,44.93,3,H3D8B3,0.75,3,164,30,Female,Full-Time Employment,Postgraduate
H3D0T,166,2.4,39.52,1,H3D0T,0.75,3,166,49,Male,Full-Time Employment,Postgraduate
H3D2T4,164,03:04,30.994,4,H3D2T4,0.75,3,164,30,Female,Full-Time Employment,Postgraduate
H3D4T,166,3.2,35.904,2,H3D4T,3,3,166,49,Male,Full-Time Employment,Postgraduate
H3D0T4,164,03:01,47.246,5,H3D0T4,3,3,164,30,Female,Full-Time Employment,Postgraduate
H3D8T,166,6.4,37.786,3,H3D8T,0.5,3,166,49,Male,Full-Time Employment,Postgraduate
H3D16B2,166,3.9,33.291,4,H3D16B2,3,3,166,49,Male,Full-Time Employment,Postgraduate
H3D4T3,164,01:02,49,6,H3D4T3,0.5,3,164,30,Female,Full-Time Employment,Postgraduate
H3D1T,166,2.8,24.464,5,H3D1T,0.75,3,166,49,Male,Full-Time Employment,Postgraduate
H3D8B2,166,3.4,32.702,6,H3D8B2,1.5,3,166,49,Male,Full-Time Employment,Postgraduate
H3D8T4,164,03:01,80.673,7,H3D8T4,3,3,164,30,Female,Full-Time Employment,Postgraduate
H3D0B2,166,1.5,36.098,7,H3D0B2,1.5,3,166,49,Male,Full-Time Employment,Postgraduate
H3D2B2,166,2,31.536,8,H3D2B2,0.5,3,166,49,Male,Full-Time Employment,Postgraduate
H3D2B3,164,22:07,69.004,8,H3D2B3,3,3,164,30,Female,Full-Time Employment,Postgraduate
H3D1B2,166,6.2,31.851,9,H3D1B2,3,3,166,49,Male,Full-Time Employment,Postgraduate
H3D4B2,166,3.5,26.386,10,H3D4B2,0.75,3,166,49,Male,Full-Time Employment,Postgraduate
H3D1T4,164,03:02,29.149,9,H3D1T4,1.5,3,164,30,Female,Full-Time Employment,Postgraduate
H3D2T,166,3.5,19.563,11,H3D2T,1.5,3,166,49,Male,Full-Time Employment,Postgraduate
H3D16B3,164,01:02,35.584,10,H3D16B3,0.5,3,164,30,Female,Full-Time Employment,Postgraduate
H3D16T,166,2.5,17.728,12,H3D16T,0.75,3,166,49,Male,Full-Time Employment,Postgraduate
H3D1B3,164,01:02,33.454,11,H3D1B3,0.5,3,164,30,Female,Full-Time Employment,Postgraduate
H3D0B3,164,03:10,40.947,12,H3D0B3,0.5,3,164,30,Female,Full-Time Employment,Postgraduate
H3D2B2,167,0.5,72.326,1,H3D2B2,0.5,3,167,30,Male,Full-Time Employment,Postgraduate
H3D8T,167,0.5,91.559,2,H3D8T,0.5,3,167,30,Male,Full-Time Employment,Postgraduate
H3D4B2,167,0.75,42.726,3,H3D4B2,0.75,3,167,30,Male,Full-Time Employment,Postgraduate
H3D0B2,167,2.4,33.314,4,H3D0B2,1.5,3,167,30,Male,Full-Time Employment,Postgraduate
H3D1T,167,0.75,29.796,5,H3D1T,0.75,3,167,30,Male,Full-Time Employment,Postgraduate
H3D4T,167,3,20.891,6,H3D4T,3,3,167,30,Male,Full-Time Employment,Postgraduate
H3D8B2,167,1.5,31.019,7,H3D8B2,1.5,3,167,30,Male,Full-Time Employment,Postgraduate
H3D16T,167,0.75,19.263,8,H3D16T,0.75,3,167,30,Male,Full-Time Employment,Postgraduate
H3D0T,167,0.75,29.136,9,H3D0T,0.75,3,167,30,Male,Full-Time Employment,Postgraduate
H3D16B2,167,3,46.447,10,H3D16B2,3,3,167,30,Male,Full-Time Employment,Postgraduate
H3D2T,167,1.5,17.611,11,H3D2T,1.5,3,167,30,Male,Full-Time Employment,Postgraduate
H3D1B2,167,3.3,53.631,12,H3D1B2,3,3,167,30,Male,Full-Time Employment,Postgraduate
H3D8B4,168,0.75,32.986,1,H3D8B4,3,3,168,38,Female,Other,Postgraduate
H3D8T2,169,$24,73.339,1,H3D8T2,1.5,3,169,59,Female,Full-Time Employment,Postgraduate
H3D2B,169,$27,59.671,2,H3D2B,1.5,3,169,59,Female,Full-Time Employment,Postgraduate
H3D1B,169,30,49.14,3,H3D1B,0.75,3,169,59,Female,Full-Time Employment,Postgraduate
H3D0B,169,60,35.771,4,H3D0B,0.75,3,169,59,Female,Full-Time Employment,Postgraduate
H3D8B,169,52,32.5,5,H3D8B,0.5,3,169,59,Female,Full-Time Employment,Postgraduate
H3D0T2,169,16,21.223,6,H3D0T2,1.5,3,169,59,Female,Full-Time Employment,Postgraduate
H3D16T2,169,72,18.834,7,H3D16T2,3,3,169,59,Female,Full-Time Employment,Postgraduate
H3D2T2,169,40,13.133,8,H3D2T2,0.5,3,169,59,Female,Full-Time Employment,Postgraduate
H3D4T2,169,26,23.816,9,H3D4T2,0.75,3,169,59,Female,Full-Time Employment,Postgraduate
H3D1T2,169,68,30.451,10,H3D1T2,3,3,169,59,Female,Full-Time Employment,Postgraduate
H3D16B,169,2,31.408,11,H3D16B,0.75,3,169,59,Female,Full-Time Employment,Postgraduate
H3D4B,169,50,32.98,12,H3D4B,3,3,169,59,Female,Full-Time Employment,Postgraduate
H1C2R20SB,171,Maria,27.912,1,H1C2R20SB,Maria,1,171,41,Male,Full-Time Employment,Undergraduate
H1C2R15DT,171,$69,11.179,2,H1C2R15DT,69,1,171,41,Male,Full-Time Employment,Undergraduate
H1C4R20DB,171,75,15.711,3,H1C4R20DB,74,1,171,41,Male,Full-Time Employment,Undergraduate
H1C4R10SB,171,Nillie,22.622,4,H1C4R10SB,Nillie,1,171,41,Male,Full-Time Employment,Undergraduate
H1C1R20DB,171,108,13.529,5,H1C1R20DB,108,1,171,41,Male,Full-Time Employment,Undergraduate
H1C4R15ST,171,Angus,11.824,6,H1C4R15ST,Angus,1,171,41,Male,Full-Time Employment,Undergraduate
H1C2R10DB,171,79,14.559,7,H1C2R10DB,$79,1,171,41,Male,Full-Time Employment,Undergraduate
H1C1R5DT,171,46,7.897,8,H1C1R5DT,46,1,171,41,Male,Full-Time Employment,Undergraduate
H1C4R5DT,171,93,7.825,9,H1C4R5DT,93,1,171,41,Male,Full-Time Employment,Undergraduate
H1C2R5ST,171,Kenan,8.611,10,H1C2R5ST,Kenan,1,171,41,Male,Full-Time Employment,Undergraduate
H1C1R10SB,171,Nancy,11.834,11,H1C1R10SB,Nancy,1,171,41,Male,Full-Time Employment,Undergraduate
H1C1R15ST,171,Paige,9.209,12,H1C1R15ST,Paige,1,171,41,Male,Full-Time Employment,Undergraduate
H3D1B4,172,03:02,34.292,1,H3D1B4,1.5,3,172,29,Male,Full-Time Employment,Postgraduate
H3D16T3,172,01:02,18.438,2,H3D16T3,0.5,3,172,29,Male,Full-Time Employment,Postgraduate
H3D4B3,172,01:02,22.731,3,H3D4B3,0.5,3,172,29,Male,Full-Time Employment,Postgraduate
H3D2T3,172,03:01,14.188,4,H3D2T3,3,3,172,29,Male,Full-Time Employment,Postgraduate
H3D16B4,172,03:02,22.544,5,H3D16B4,1.5,3,172,29,Male,Full-Time Employment,Postgraduate
H3D2B4,172,03:04,36.061,6,H3D2B4,0.75,3,172,29,Male,Full-Time Employment,Postgraduate
H3D0T3,172,01:02,16.549,7,H3D0T3,0.5,3,172,29,Male,Full-Time Employment,Postgraduate
H3D8T3,172,03:04,12.174,8,H3D8T3,0.75,3,172,29,Male,Full-Time Employment,Postgraduate
H3D8B4,172,03:01,150.283,9,H3D8B4,3,3,172,29,Male,Full-Time Employment,Postgraduate
H3D4T4,172,03:02,12.832,10,H3D4T4,1.5,3,172,29,Male,Full-Time Employment,Postgraduate
H3D0B4,172,03:01,21.807,11,H3D0B4,3,3,172,29,Male,Full-Time Employment,Postgraduate
H3D1T3,172,01:02,10.962,12,H3D1T3,0.5,3,172,29,Male,Full-Time Employment,Postgraduate
H1C2R15DB,173,120,23.739,1,H1C2R15DB,69,1,173,34,Male,Full-Time Employment,Postgraduate
H1C4R5DB,173,$100,13.555,2,H1C4R5DB,93,1,173,34,Male,Full-Time Employment,Postgraduate
H1C1R15SB,173,Nillie,24.394,3,H1C1R15SB,Paige,1,173,34,Male,Full-Time Employment,Postgraduate
H1C1R5DB,173,$48,21.166,4,H1C1R5DB,46,1,173,34,Male,Full-Time Employment,Postgraduate
H1C1R10ST,173,Nancy,12.22,5,H1C1R10ST,Nancy,1,173,34,Male,Full-Time Employment,Postgraduate
H1C2R5SB,173,Kenan,21.361,6,H1C2R5SB,Kenan,1,173,34,Male,Full-Time Employment,Postgraduate
H1C1R20DT,173,$108,14.332,7,H1C1R20DT,108,1,173,34,Male,Full-Time Employment,Postgraduate
H1C4R10ST,173,Nillie,14.765,8,H1C4R10ST,Nillie,1,173,34,Male,Full-Time Employment,Postgraduate
H1C2R20ST,173,Maria,12.818,9,H1C2R20ST,Maria,1,173,34,Male,Full-Time Employment,Postgraduate
H1C2R10DT,173,$79,14.209,10,H1C2R10DT,79,1,173,34,Male,Full-Time Employment,Postgraduate
H1C4R20DT,173,$74,15.363,11,H1C4R20DT,74,1,173,34,Male,Full-Time Employment,Postgraduate
H1C4R15SB,173,Angus,24.736,12,H1C4R15SB,Angus,1,173,34,Male,Full-Time Employment,Postgraduate
H3D2T3,175,3,66.95,1,H3D2T3,3,3,175,56,Female,Full-Time Employment,Undergraduate
H3D8T3,175,0.7,69.121,2,H3D8T3,0.75,3,175,56,Female,Full-Time Employment,Undergraduate
H3D2B4,175,0.3,49.872,3,H3D2B4,0.75,3,175,56,Female,Full-Time Employment,Undergraduate
H3D0B4,175,2.5,43.314,4,H3D0B4,3,3,175,56,Female,Full-Time Employment,Undergraduate
H3D16B4,175,1.2,88.026,5,H3D16B4,1.5,3,175,56,Female,Full-Time Employment,Undergraduate
H3D1T3,175,0.5,40.895,6,H3D1T3,0.5,3,175,56,Female,Full-Time Employment,Undergraduate
H3D0T3,175,0.5,24.19,7,H3D0T3,0.5,3,175,56,Female,Full-Time Employment,Undergraduate
H3D8B4,175,1.75,109.513,8,H3D8B4,3,3,175,56,Female,Full-Time Employment,Undergraduate
H3D1B4,175,1.33,54.822,9,H3D1B4,1.5,3,175,56,Female,Full-Time Employment,Undergraduate
H3D16T3,175,0.5,24.512,10,H3D16T3,0.5,3,175,56,Female,Full-Time Employment,Undergraduate
H3D4T4,175,0.25,44.212,11,H3D4T4,1.5,3,175,56,Female,Full-Time Employment,Undergraduate
H3D4B3,175,0.47,111.706,12,H3D4B3,0.5,3,175,56,Female,Full-Time Employment,Undergraduate
H3D2B,176,75:50:00,56.759,1,H3D2B,1.5,3,176,29,Female,Full-Time Employment,Postgraduate
H3D4T2,176,78:104,46.509,2,H3D4T2,0.75,3,176,29,Female,Full-Time Employment,Postgraduate
H3D8T2,176,06:04,29.657,3,H3D8T2,1.5,3,176,29,Female,Full-Time Employment,Postgraduate
H3D1B,176,85:115,36.423,4,H3D1B,0.75,3,176,29,Female,Full-Time Employment,Postgraduate
H3D16T2,176,03:01,46.117,5,H3D16T2,3,3,176,29,Female,Full-Time Employment,Postgraduate
H3D0T2,176,48:32:00,29.244,6,H3D0T2,1.5,3,176,29,Female,Full-Time Employment,Postgraduate
H3D8B,176,55:115,30.246,7,H3D8B,0.5,3,176,29,Female,Full-Time Employment,Postgraduate
H3D0B,176,03:04,34.846,8,H3D0B,0.75,3,176,29,Female,Full-Time Employment,Postgraduate
H3D4B,176,72:28:00,35.407,9,H3D4B,3,3,176,29,Female,Full-Time Employment,Postgraduate
H3D1T2,176,102:34:00,20.548,10,H3D1T2,3,3,176,29,Female,Full-Time Employment,Postgraduate
H3D16B,176,48:65,41.87,11,H3D16B,0.75,3,176,29,Female,Full-Time Employment,Postgraduate
H3D2T2,176,01:02,19.501,12,H3D2T2,0.5,3,176,29,Female,Full-Time Employment,Postgraduate
H3D1T3,177,2,80.851,1,H3D1T3,0.5,3,177,34,Male,Full-Time Employment,Undergraduate
H3D4B4,178,1.5,108.578,1,H3D4B4,1.5,3,178,34,Male,Full-Time Employment,Undergraduate
H3D1B3,178,2,38.42,2,H3D1B3,0.5,3,178,34,Male,Full-Time Employment,Undergraduate
H3D8B3,178,1.5,55.173,3,H3D8B3,0.75,3,178,34,Male,Full-Time Employment,Undergraduate
H3D0T4,178,3,16.528,4,H3D0T4,3,3,178,34,Male,Full-Time Employment,Undergraduate
H3D2B3,178,3.1,88.227,5,H3D2B3,3,3,178,34,Male,Full-Time Employment,Undergraduate
H3D8T4,178,3,27.356,6,H3D8T4,3,3,178,34,Male,Full-Time Employment,Undergraduate
H3D16T4,178,1.5,23.085,7,H3D16T4,1.5,3,178,34,Male,Full-Time Employment,Undergraduate
H3D1T4,178,1.5,20.057,8,H3D1T4,1.5,3,178,34,Male,Full-Time Employment,Undergraduate
H3D16B3,178,2,32.984,9,H3D16B3,0.5,3,178,34,Male,Full-Time Employment,Undergraduate
H3D4T3,178,2,28.416,10,H3D4T3,0.5,3,178,34,Male,Full-Time Employment,Undergraduate
H3D0B3,178,2,39.613,11,H3D0B3,0.5,3,178,34,Male,Full-Time Employment,Undergraduate
H3D2T4,178,1.3,52.467,12,H3D2T4,0.75,3,178,34,Male,Full-Time Employment,Undergraduate
H3D4T2,183,0.75,28.165,1,H3D4T2,0.75,3,183,36,Male,Full-Time Employment,Undergraduate
H3D8B,183,0.5,20.192,2,H3D8B,0.5,3,183,36,Male,Full-Time Employment,Undergraduate
H3D8T2,183,1.5,18.784,3,H3D8T2,1.5,3,183,36,Male,Full-Time Employment,Undergraduate
H3D16T2,183,3,13.836,4,H3D16T2,3,3,183,36,Male,Full-Time Employment,Undergraduate
H3D0B,183,0.75,108.47,5,H3D0B,0.75,3,183,36,Male,Full-Time Employment,Undergraduate
H3D2B,183,1.5,33.774,6,H3D2B,1.5,3,183,36,Male,Full-Time Employment,Undergraduate
H3D4B,183,3,11.924,7,H3D4B,3,3,183,36,Male,Full-Time Employment,Undergraduate
H3D1B,183,0.75,49.253,8,H3D1B,0.75,3,183,36,Male,Full-Time Employment,Undergraduate
H3D2T2,183,0.5,9.906,9,H3D2T2,0.5,3,183,36,Male,Full-Time Employment,Undergraduate
H3D16B,183,0.75,25.054,10,H3D16B,0.75,3,183,36,Male,Full-Time Employment,Undergraduate
H3D1T2,183,3,11.261,11,H3D1T2,3,3,183,36,Male,Full-Time Employment,Undergraduate
H3D0T2,183,1.5,30.666,12,H3D0T2,1.5,3,183,36,Male,Full-Time Employment,Undergraduate
H1C2R10DB,186,$80,25.185,1,H1C2R10DB,$79,1,186,36,Female,Full-Time Employment,High School
H1C4R10SB,186,nillie,62.932,2,H1C4R10SB,Nillie,1,186,36,Female,Full-Time Employment,High School
H1C1R10SB,186,nancy,9.526,3,H1C1R10SB,Nancy,1,186,36,Female,Full-Time Employment,High School
H1C4R5DT,186,$93,10.321,4,H1C4R5DT,93,1,186,36,Female,Full-Time Employment,High School
H1C2R20SB,186,maria,10.772,5,H1C2R20SB,Maria,1,186,36,Female,Full-Time Employment,High School
H1C2R5ST,186,kenan,8.744,6,H1C2R5ST,Kenan,1,186,36,Female,Full-Time Employment,High School
H1C1R5DT,186,$46,14.067,7,H1C1R5DT,46,1,186,36,Female,Full-Time Employment,High School
H1C2R15DT,186,$69,10.459,8,H1C2R15DT,69,1,186,36,Female,Full-Time Employment,High School
H1C1R20DB,186,$105,31.115,9,H1C1R20DB,108,1,186,36,Female,Full-Time Employment,High School
H1C4R20DB,186,$48,15,10,H1C4R20DB,74,1,186,36,Female,Full-Time Employment,High School
H1C4R15ST,186,Angus,12.284,11,H1C4R15ST,Angus,1,186,36,Female,Full-Time Employment,High School
H1C1R15ST,186,Paige,7.635,12,H1C1R15ST,Paige,1,186,36,Female,Full-Time Employment,High School
H3D2T,187,03:02,166.502,1,H3D2T,1.5,3,187,58,Male,Part-Time Employment,Undergraduate
H3D4T,187,03:01,50.015,2,H3D4T,3,3,187,58,Male,Part-Time Employment,Undergraduate
H3D8T,187,01:02,58.138,3,H3D8T,0.5,3,187,58,Male,Part-Time Employment,Undergraduate
H3D4B2,187,03:04,71.539,4,H3D4B2,0.75,3,187,58,Male,Part-Time Employment,Undergraduate
H3D1B2,187,03:01,53.624,5,H3D1B2,3,3,187,58,Male,Part-Time Employment,Undergraduate
H3D8B2,187,03:02,56.451,6,H3D8B2,1.5,3,187,58,Male,Part-Time Employment,Undergraduate
H3D16B2,187,03:01,45.941,7,H3D16B2,3,3,187,58,Male,Part-Time Employment,Undergraduate
H3D0B2,187,03:02,37.183,8,H3D0B2,1.5,3,187,58,Male,Part-Time Employment,Undergraduate
H3D16T,187,03:04,68.656,9,H3D16T,0.75,3,187,58,Male,Part-Time Employment,Undergraduate
H3D1T,187,03:04,29.735,10,H3D1T,0.75,3,187,58,Male,Part-Time Employment,Undergraduate
H3D0T,187,03:04,34.676,11,H3D0T,0.75,3,187,58,Male,Part-Time Employment,Undergraduate
H3D2B2,187,01:02,33.359,12,H3D2B2,0.5,3,187,58,Male,Part-Time Employment,Undergraduate
H3D1B,188,17:23,273.779,1,H3D1B,0.75,3,188,33,Male,Other,High School
H3D2T2,188,01:02,22.27,2,H3D2T2,0.5,3,188,33,Male,Other,High School
H3D4T2,188,03:04,62.039,3,H3D4T2,0.75,3,188,33,Male,Other,High School
H3D4B,188,03:01,52.229,4,H3D4B,3,3,188,33,Male,Other,High School
H3D8T2,188,03:02,23.238,5,H3D8T2,1.5,3,188,33,Male,Other,High School
H3D16B,188,03:04,95.153,6,H3D16B,0.75,3,188,33,Male,Other,High School
H3D1T2,188,03:01,67.362,7,H3D1T2,3,3,188,33,Male,Other,High School
H3D0T2,188,03:02,29.105,8,H3D0T2,1.5,3,188,33,Male,Other,High School
H3D2B,188,03:02,90.973,9,H3D2B,1.5,3,188,33,Male,Other,High School
H3D0B,188,03:04,54.564,10,H3D0B,0.75,3,188,33,Male,Other,High School
H3D8B,188,01:02,100.69,11,H3D8B,0.5,3,188,33,Male,Other,High School
H3D16T2,188,03:01,48.688,12,H3D16T2,3,3,188,33,Male,Other,High School
H3D16T2,189,3,16.443,1,H3D16T2,3,3,189,34,Male,Full-Time Employment,Postgraduate
H3D4T3,190,01-Feb,20.402,1,H3D4T3,0.5,3,190,28,Male,Full-Time Employment,Undergraduate
H3D16T4,190,03-Feb,18.02,2,H3D16T4,1.5,3,190,28,Male,Full-Time Employment,Undergraduate
H3D16B3,191,0.5,40.887,1,H3D16B3,0.5,3,191,28,Male,Full-Time Employment,Undergraduate
H3D8T4,191,3,21.423,2,H3D8T4,3,3,191,28,Male,Full-Time Employment,Undergraduate
H3D2T4,191,0.75,12.848,3,H3D2T4,0.75,3,191,28,Male,Full-Time Employment,Undergraduate
H3D4T3,191,0.5,8.734,4,H3D4T3,0.5,3,191,28,Male,Full-Time Employment,Undergraduate
H3D0B3,191,0.5,14.68,5,H3D0B3,0.5,3,191,28,Male,Full-Time Employment,Undergraduate
H3D2B3,191,3,10.66,6,H3D2B3,3,3,191,28,Male,Full-Time Employment,Undergraduate
H3D16T4,191,1.25,14.343,7,H3D16T4,1.5,3,191,28,Male,Full-Time Employment,Undergraduate
H3D1B3,191,0.5,10.171,8,H3D1B3,0.5,3,191,28,Male,Full-Time Employment,Undergraduate
H3D0T4,191,3,8.234,9,H3D0T4,3,3,191,28,Male,Full-Time Employment,Undergraduate
H3D8B3,191,0.9,16.213,10,H3D8B3,0.75,3,191,28,Male,Full-Time Employment,Undergraduate
H3D4B4,191,1.25,17.793,11,H3D4B4,1.5,3,191,28,Male,Full-Time Employment,Undergraduate
H3D1T4,191,1.5,21.253,12,H3D1T4,1.5,3,191,28,Male,Full-Time Employment,Undergraduate
H3D1T3,193,0.5,23.001,1,H3D1T3,0.5,3,193,46,Female,Full-Time Employment,Undergraduate
H3D4B3,193,0.75,69.372,2,H3D4B3,0.5,3,193,46,Female,Full-Time Employment,Undergraduate
H3D4T4,193,1.2,18.607,3,H3D4T4,1.5,3,193,46,Female,Full-Time Employment,Undergraduate
H3D8B4,193,0.9,21.592,4,H3D8B4,3,3,193,46,Female,Full-Time Employment,Undergraduate
H3D2B4,193,1.25,12.416,5,H3D2B4,0.75,3,193,46,Female,Full-Time Employment,Undergraduate
H3D8T3,193,0.75,14.686,6,H3D8T3,0.75,3,193,46,Female,Full-Time Employment,Undergraduate
H3D2T3,193,0.35,27.903,7,H3D2T3,3,3,193,46,Female,Full-Time Employment,Undergraduate
H3D0B4,193,1.2,23.373,8,H3D0B4,3,3,193,46,Female,Full-Time Employment,Undergraduate
H3D16T3,193,0.5,17.775,9,H3D16T3,0.5,3,193,46,Female,Full-Time Employment,Undergraduate
H3D1B4,193,2,20.607,10,H3D1B4,1.5,3,193,46,Female,Full-Time Employment,Undergraduate
H3D16B4,193,1.1,16.406,11,H3D16B4,1.5,3,193,46,Female,Full-Time Employment,Undergraduate
H3D0T3,193,0.5,10.521,12,H3D0T3,0.5,3,193,46,Female,Full-Time Employment,Undergraduate
H3D2T2,194,115,24.982,1,H3D2T2,0.5,3,194,27,Male,Part-Time Student,Undergraduate
H3D8B,194,170,12.249,2,H3D8B,0.5,3,194,27,Male,Part-Time Student,Undergraduate
H3D0T2,194,65,4.89,3,H3D0T2,1.5,3,194,27,Male,Part-Time Student,Undergraduate
H3D16T2,194,71,4.588,4,H3D16T2,3,3,194,27,Male,Part-Time Student,Undergraduate
H3D2B,194,100,5.315,5,H3D2B,1.5,3,194,27,Male,Part-Time Student,Undergraduate
H3D1B,194,40,4.795,6,H3D1B,0.75,3,194,27,Male,Part-Time Student,Undergraduate
H3D0B,194,30,6.927,7,H3D0B,0.75,3,194,27,Male,Part-Time Student,Undergraduate
H3D1T2,194,34,6.297,8,H3D1T2,3,3,194,27,Male,Part-Time Student,Undergraduate
H3D8T2,194,76,4.367,9,H3D8T2,1.5,3,194,27,Male,Part-Time Student,Undergraduate
H3D4T2,194,78,4.7,10,H3D4T2,0.75,3,194,27,Male,Part-Time Student,Undergraduate
H3D16B,194,110,6.389,11,H3D16B,0.75,3,194,27,Male,Part-Time Student,Undergraduate
H3D4B,194,30,7.972,12,H3D4B,3,3,194,27,Male,Part-Time Student,Undergraduate
H3D0T4,195,24:18:00,134.122,1,H3D0T4,3,3,195,29,Male,Part-Time Student,Postgraduate
H3D1B4,197,40,121.794,1,H3D1B4,1.5,3,197,38,Female,Part-Time Employment,Undergraduate
H3D0B4,198,30/95,57.287,1,H3D0B4,3,3,198,37,Female,Full-Time Employment,High School
H3D2T3,198,36/108,24.615,2,H3D2T3,3,3,198,37,Female,Full-Time Employment,High School
H3D2B4,198,35/48,47.033,3,H3D2B4,0.75,3,198,37,Female,Full-Time Employment,High School
H3D4T4,198,54/86,19.309,4,H3D4T4,1.5,3,198,37,Female,Full-Time Employment,High School
H3D8B4,198,40/100,35.504,5,H3D8B4,3,3,198,37,Female,Full-Time Employment,High School
H3D4B3,198,50:110,27.477,6,H3D4B3,0.5,3,198,37,Female,Full-Time Employment,High School
H3D0T3,198,30:60,24.967,7,H3D0T3,0.5,3,198,37,Female,Full-Time Employment,High School
H3D1B4,198,80:120,28.43,8,H3D1B4,1.5,3,198,37,Female,Full-Time Employment,High School
H3D8T3,198, 57:76,22.187,9,H3D8T3,0.75,3,198,37,Female,Full-Time Employment,High School
H3D16B4,198,60:98,39.898,10,H3D16B4,1.5,3,198,37,Female,Full-Time Employment,High School
H3D16T3,198,51:102,16.016,11,H3D16T3,0.5,3,198,37,Female,Full-Time Employment,High School
H3D1T3,198,50:100,18.965,12,H3D1T3,0.5,3,198,37,Female,Full-Time Employment,High School
H3D16B4,200,D,4.516,1,H3D16B4,1.5,3,200,32,Male,Full-Time Employment,Undergraduate
H3D0T3,200,d,7.933,2,H3D0T3,0.5,3,200,32,Male,Full-Time Employment,Undergraduate
H3D2B4,200,D,4.457,3,H3D2B4,0.75,3,200,32,Male,Full-Time Employment,Undergraduate
H3D1T3,200,3,4.053,4,H3D1T3,0.5,3,200,32,Male,Full-Time Employment,Undergraduate
H3D2T3,200,D,3.058,5,H3D2T3,3,3,200,32,Male,Full-Time Employment,Undergraduate
H3D4B3,200,3,2.155,6,H3D4B3,0.5,3,200,32,Male,Full-Time Employment,Undergraduate
H3D4T4,200,3,1.964,7,H3D4T4,1.5,3,200,32,Male,Full-Time Employment,Undergraduate
H3D16T3,200,3,2.647,8,H3D16T3,0.5,3,200,32,Male,Full-Time Employment,Undergraduate
H3D8T3,200,3,2.431,9,H3D8T3,0.75,3,200,32,Male,Full-Time Employment,Undergraduate
H3D1B4,200,3,2.551,10,H3D1B4,1.5,3,200,32,Male,Full-Time Employment,Undergraduate
H3D0B4,200,3,1.962,11,H3D0B4,3,3,200,32,Male,Full-Time Employment,Undergraduate
H3D8B4,200,3,1.74,12,H3D8B4,3,3,200,32,Male,Full-Time Employment,Undergraduate
H3D2B3,201,70,42.261,1,H3D2B3,3,3,201,32,Male,Full-Time Employment,Undergraduate
